timestamp_us,raw_reading
495461686,190326
495471866,184634
495482047,197522
495492227,180781
495502408,191511
495512588,194219
495521072,186793
495531252,197542
495541432,180133
495551613,193303
495561794,191489
495571974,185089
495582155,197184
495592335,180953
495602515,191177
495612696,194180
495621180,186266
495631360,197831
495641541,179604
495651721,192778
495661902,191296
495672082,184598
495682263,197285
495692443,181007
495702624,190572
495711108,187444
495721288,186436
495731469,198006
495741649,179846
495751830,192443
495762010,191644
495772191,184188
495782371,197163
495792551,181577
495802732,191168
495811216,187798
495821396,186401
495831577,198167
495841757,178988
495851938,192519
495862118,192377
495872299,184238
495882479,196790
495892660,180925
495901144,193403
495911324,187730
495921504,185205
495931685,197424
495941865,179158
495952046,192082
495962226,191764
495972407,183515
495982587,196782
495992768,180890
496001251,193829
496011432,187630
496021612,184990
496031793,197544
496041973,179661
496052154,191183
496062334,192305
496072515,183811
496082695,196717
496091179,178617
496101359,193015
496111540,188122
496121720,185116
496131901,197324
496142081,179726
496152261,191456
496162442,191604
496172622,183439
496182803,196554
496191287,179122
496201467,192459
496211648,188798
496221828,185054
496232009,197734
496242189,180125
496252370,191582
496262550,193179
496272731,183837
496281214,197726
496291395,179071
496301575,193463
496311756,188759
496321936,185637
496332117,197967
496342297,180122
496352477,192392
496362658,192913
496371141,186595
496381322,197714
496391502,179325
496401683,193748
496411863,188925
496422044,185230
496432224,197539
496442404,179401
496452585,191434
496462765,193385
496471249,187639
496481429,198583
496491610,179821
496501790,193441
496511970,189377
496522151,185459
496532331,197974
496542512,180380
496552692,192008
496561176,186306
496571356,187109
496581537,197721
496591717,180012
496601897,193685
496612078,189908
496622258,186430
496632439,197276
496642619,181876
496652800,192272
496661283,186283
496671464,186651
496681644,198631
496691825,180575
496702005,193467
496712185,190500
496722366,185783
496732546,197627
496742727,181188
496751210,195365
496761391,187142
496771571,187065
496781752,197829
496791932,180973
496802113,193135
496812293,191616
496822474,185299
496832654,197135
496842835,181736
496851319,194539
496861499,187004
496871680,187278
496881860,197622
496892040,179780
496902221,193129
496912401,190209
496922582,185854
496932762,196846
496941246,180652
496951426,194068
496961607,187053
496971787,186870
496981968,197486
496992148,180296
497002329,192678
497012509,190967
497022690,185502
497032870,196693
